"S"	""
42	543
43	543
141	543
820	543
2931	543
2933	543
6	543
611	543
3957	543
2934	543
1	543
652	543
511	543
7	543
3961	543
3962	543
3963	543
3964	543
3965	543
2938	543
516	491
3968	491
3969	491
518	491
2939	491
2943	491
411	491
1205	491
1206	491
1207	491
1174	491
513	491
822	491
3970	491
3971	491
3972	491
612	491
515	491
3974	491
412	491
1210	491
1211	491
1212	491
651	491
823	491
1214	491
1215	491
1217	491
520	491
523	491
526	491
528	491
3985	491
615	491
413	491
533	491
647	491
1016	491
3986	491
3987	491
3990	491
648	442
1303	442
3991	442
3993	442
3994	442
3995	442
654	442
649	442
3996	442
522	442
619	442
475	442
256	442
3998	442
534	442
535	442
652	442
4005	442
414	442
613	442
654	442
44	442
59	442
2948	442
2949	442
2950	442
4010	442
78	442
9	377
826	377
4013	377
4014	377
4017	377
415	377
2953	377
4018	377
4019	377
2	377
4021	377
4022	377
655	377
1177	377
1309	377
189	377
2957	377
2958	377
2960	377
2961	377
4028	377
4029	377
622	377
1020	377
1022	377
4032	377
4033	377
1218	377
1219	377
1	285
2962	285
109	285
2963	285
4037	285
16	285
2	285
110	285
2965	285
4038	285
2966	285
2967	285
2968	285
416	285
2969	285
3	285
4041	285
4043	285
4045	285
308	285
1181	285
192	285
4047	285
755	285
161	285
2972	285
2973	285
527	285
60	285
258	285
1314	285
2977	285
2978	285
2979	285
4052	285
4053	285
1028	285
827	230
2981	230
2982	230
4054	230
4055	230
4056	230
658	230
6	230
1315	230
4059	230
660	230
50	230
1316	230
4060	230
4061	230
4064	230
4065	230
4068	230
15	230
1182	230
1	230
532	230
756	230
1317	230
1318	230
538	230
1183	230
4071	180
4074	180
2987	180
2988	180
4077	180
4078	180
4080	180
1323	180
830	180
831	180
2992	180
2995	180
4081	180
4083	180
832	180
4086	180
4087	180
537	180
539	180
423	180
833	180
834	180
1187	180
2999	180
507	180
1222	180
4092	177
1324	177
1326	177
4100	177
4101	177
4102	177
4104	177
539	177
661	177
4105	177
3004	177
3005	177
3006	177
3007	177
4106	177
667	177
4109	177
1032	177
1033	177
540	177
1223	177
82	183
3011	183
840	183
1036	183
1192	183
540	183
1193	183
314	183
843	183
4117	183
541	183
1328	183
1330	183
3014	183
4124	183
666	183
1042	183
4126	183
4128	183
4130	183
670	183
1197	183
4133	142
62	142
1331	142
668	142
4146	142
4147	142
4150	142
4152	142
74	142
1	142
4155	142
1044	149
3017	149
3020	149
4159	149
671	149
4161	149
1046	149
672	149
3024	149
4163	149
4165	149
3025	149
674	149
675	149
543	149
1224	149
673	149
4167	149
1048	149
845	149
63	149
3029	142
4170	142
4171	142
1333	142
4173	142
1200	142
1052	142
323	113
2	113
480	113
3032	113
3033	113
3034	113
3035	113
3036	113
4181	113
1204	113
1206	101
1207	101
4185	101
3037	101
4186	101
3038	101
4187	101
4188	101
4190	101
4191	101
4194	81
3041	81
4195	81
1212	59
4196	68
4198	68
3042	68
3043	68
3044	87
3045	87
546	87
1215	100
4200	100
4203	100
4206	15
676	15
3046	73
4209	73
4211	73
4212	73
3048	73
3049	73
4213	73
4214	73
4215	73
4216	73
677	73
848	71
4217	71
3052	71
3054	71
4218	71
4220	71
3055	66
4221	66
4222	66
260	66
13	66
679	90
108	90
4225	90
4226	90
849	90
3057	90
3058	90
323	90
3059	90
546	90
678	90
483	90
484	90
1228	90
764	113
265	113
1336	113
4228	113
4229	113
679	113
1229	113
4230	113
3063	97
765	97
1230	97
3065	265
3066	265
3067	265
3068	265
4233	265
4234	265
4237	265
3070	265
3072	265
4241	265
4242	265
4243	265
1	265
1228	265
1229	265
3074	301
3	301
3075	301
3076	301
655	301
3078	301
3079	301
3080	301
4	230
266	230
3081	230
325	230
3083	230
766	230
267	230
4248	230
4250	230
632	230
4251	230
4252	230
3084	230
268	375
4253	375
3086	375
485	375
4254	375
3087	375
3088	375
4256	375
1337	375
4258	375
656	375
1340	375
680	375
657	375
64	375
326	375
3090	375
3092	375
768	375
3093	375
3094	375
3095	375
83	375
850	375
79	375
8	375
148	375
4259	375
1233	375
4261	375
658	375
4263	429
4264	429
682	429
271	429
3096	429
4265	429
769	429
3097	429
4266	429
683	429
684	429
549	429
1235	429
681	429
4267	429
4268	429
4269	429
659	429
65	429
327	429
4273	429
328	429
685	429
4275	429
16	429
3098	429
3099	429
4277	429
552	602
1237	602
4279	602
4280	602
1239	602
1240	602
3100	602
3101	602
3103	602
4281	602
3104	602
4282	602
1344	602
687	602
4283	602
4284	602
4285	602
4286	602
4288	602
4289	602
682	602
4290	602
683	602
4291	602
4293	602
485	602
4295	602
4296	602
4297	602
4299	602
4301	602
4302	602
85	602
39	602
55	717
272	717
3105	717
3106	717
633	717
4303	717
4305	717
4307	717
3109	717
4308	717
4309	717
4310	717
4312	717
40	717
770	717
684	717
555	717
556	717
661	717
333	717
3111	717
3113	717
1056	717
1058	717
1059	717
1060	717
1346	717
691	717
662	717
557	717
685	717
4314	717
4315	717
4316	717
165	717
80	717
273	717
549	717
86	717
550	717
551	717
558	717
559	717
560	717
561	717
4318	717
4319	717
4320	717
81	717
82	717
83	717
4321	717
1	717
509	717
1061	717
41	717
663	777
7	777
335	777
1063	777
1064	777
1065	777
6	777
4323	777
4324	777
562	777
692	777
693	777
4326	777
3114	777
3117	777
3118	777
3119	777
336	777
664	777
275	777
87	777
88	777
86	777
851	777
4328	777
1349	777
1350	777
487	777
3120	777
3121	777
112	777
3122	777
563	777
688	777
689	777
3123	777
3124	777
1245	777
564	777
3125	777
553	777
665	777
666	777
667	777
1	777
67	777
1	777
2	777
1	777
1	777
2	777
276	777
852	777
853	777
488	777
337	777
4330	777
4332	777
4333	777
4334	777
4335	777
555	777
1066	777
1067	777
1068	777
22	777
634	777
565	777
4336	777
4338	777
4339	777
4340	777
691	777
1070	777
1073	777
23	777
1354	941
113	941
668	941
4341	941
4342	941
9	941
57	941
3126	941
4344	941
669	941
670	941
1356	941
3	941
490	941
491	941
10	941
11	941
635	941
58	941
567	941
154	941
3127	941
3129	941
3130	941
3131	941
3132	941
339	941
1357	941
166	941
696	941
112	941
4345	941
4346	941
3134	941
636	941
1	941
692	941
4348	941
4349	941
4351	941
1	941
3136	941
3137	941
1358	941
1359	941
1360	941
68	941
4352	941
568	941
12	941
557	941
558	941
559	941
167	941
9	941
9	941
88	941
89	941
1248	941
854	941
855	941
4355	941
570	941
4358	941
571	941
572	941
693	941
1076	941
1077	941
561	941
562	941
10	941
428	941
700	1006
856	1006
4362	1006
1250	1006
4364	1006
3138	1006
694	1006
696	1006
489	1006
69	1006
70	1006
329	1006
341	1006
1361	1006
4365	1006
4366	1006
637	1006
3139	1006
3140	1006
697	1006
1078	1006
698	1006
343	1006
156	1006
159	1006
671	1006
672	1006
701	1006
702	1006
330	1006
198	1006
199	1006
493	1006
494	1006
86	1006
673	1006
674	1006
675	1006
4368	1006
4369	1006
4370	1006
4371	1006
638	1006
639	1006
4373	1006
4374	1006
4375	1006
4376	1006
573	1006
105	1006
15	1006
113	1006
857	1006
90	1006
200	1006
115	1006
116	1006
3142	1006
3143	1006
4378	1006
3144	1006
4379	1006
3146	1006
4380	1006
4381	1006
4382	1006
4383	1006
4384	1006
68	1006
699	1006
3	1006
703	1006
2	1006
1363	1006
60	1006
3	1006
89	1006
90	1006
676	1006
168	1006
3148	1006
4385	1006
4386	1006
4387	1006
4389	1006
3	1006
4	1006
4390	1006
4392	1006
774	1006
700	1006
161	1006
4	1006
5	1006
1364	1006
1366	1006
169	1006
4	1006
495	1006
92	1006
94	1006
2	1006
344	1006
3151	1006
3153	1006
4394	1006
4396	1006
1079	1006
1080	1006
1081	1006
1082	1006
574	1006
4397	1006
4398	1006
701	1006
702	1006
103	1006
677	1006
705	1006
1083	1006
3154	1006
640	1006
3155	1006
3156	1006
3157	1006
3158	1006
563	1006
564	1006
4400	1006
4403	1006
4404	1006
4406	1006
859	1006
566	1006
1254	1006
1255	1006
775	1006
42	1006
2	806
170	806
4	806
201	806
3159	806
4407	806
2	806
3	806
1	806
4	806
5	806
1368	806
1369	806
4	806
5	806
171	806
4408	806
777	806
1	806
107	806
164	806
706	806
114	806
115	806
116	806
4410	806
16	806
4411	806
4413	806
4414	806
70	806
17	806
7	806
277	806
1371	806
642	806
4416	806
3166	806
3167	806
72	806
5	806
1372	806
707	806
708	806
4417	806
91	806
92	806
643	806
18	806
704	806
1373	806
1374	806
1375	806
93	806
3168	806
3169	806
3170	806
1084	806
1085	806
1086	806
1087	806
278	806
1	806
496	806
4424	806
578	806
579	806
1088	806
1089	806
1090	806
710	891
711	891
74	891
4425	891
1092	891
1093	891
1094	891
108	891
104	891
347	891
678	891
3171	891
567	891
1095	891
72	891
705	891
62	891
860	891
4426	891
680	891
862	891
863	891
9	891
4428	891
4429	891
4430	891
1	891
7	891
5	891
4432	891
8	891
9	891
4433	891
2	891
203	891
3176	891
3178	891
3179	891
3180	891
3181	891
4	891
5	891
5	891
6	891
7	891
73	891
3	891
7	891
713	891
4434	891
4437	891
4438	891
864	891
4440	891
568	891
1262	891
1263	891
644	891
1264	891
117	891
1098	891
1099	891
490	891
491	891
1265	891
106	891
27	891
1376	891
715	891
716	891
1378	891
497	891
580	891
865	891
4442	891
866	891
867	891
581	891
1100	891
868	891
582	891
778	891
4447	891
4449	891
583	891
781	891
709	891
569	891
570	891
571	891
28	891
75	978
204	978
498	978
585	978
4450	978
3186	978
2	978
118	978
646	978
2	978
17	978
4	978
5	978
1379	978
717	978
4451	978
1	978
4452	978
3187	978
4454	978
586	978
7	978
3188	978
3189	978
647	978
713	978
64	978
18	978
120	978
88	978
8	978
572	978
74	978
175	978
76	978
205	978
4459	978
13	978
4463	978
4464	978
293	978
76	978
624	978
4465	978
3190	978
3191	978
3192	978
3193	978
94	978
11	978
1266	978
107	978
1	978
108	978
176	978
1381	978
1382	978
1	978
109	978
869	978
870	978
279	978
588	978
4469	978
6	978
4472	978
648	978
1	978
714	978
715	978
716	978
717	978
1104	978
43	978
2	978
719	978
79	978
4475	978
110	978
1105	978
627	978
871	978
1106	978
96	978
99	978
1	971
1	971
1	971
1	971
1	971
1385	971
3195	971
3196	971
3197	971
3198	971
3199	971
4478	971
1	971
3205	971
1	971
4479	971
4480	971
4481	971
4482	971
4483	971
4484	971
3208	971
3209	971
3211	971
1386	971
1387	971
872	971
65	971
873	971
874	971
88	971
4487	971
4488	971
2	971
1	971
650	971
3214	971
1	971
3	971
1388	971
177	971
782	971
66	971
8	971
724	971
10	971
11	971
12	971
6	971
589	971
875	971
1	971
651	971
1	971
718	971
1	971
1	971
37	971
38	971
1	971
3215	971
3216	971
3217	971
351	971
352	971
3	971
502	971
503	971
67	971
9	971
590	971
92	971
95	971
4491	971
4492	971
4494	971
4496	971
4497	971
111	971
9	971
4499	971
720	971
574	971
3218	971
3221	971
1272	971
26	971
1389	971
354	971
1273	971
726	971
10	971
877	971
591	971
879	971
41	971
652	971
4500	971
4501	971
4503	971
4504	971
721	971
592	971
593	971
594	971
1	971
595	971
575	971
576	971
577	971
12	971
3224	971
3225	971
3227	971
3228	971
3229	971
596	971
167	971
27	971
68	1143
2	1143
97	1143
684	1143
14	1143
685	1143
2	1143
121	1143
653	1143
4510	1143
4511	1143
4512	1143
4513	1143
4514	1143
114	1143
597	1143
599	1143
600	1143
3235	1143
46	1143
1274	1143
29	1143
1	1143
331	1143
69	1143
727	1143
728	1143
1	1143
722	1143
4517	1143
4518	1143
355	1143
70	1143
28	1143
1	1143
4520	1143
4521	1143
4522	1143
1	1143
880	1143
881	1143
1	1143
1	1143
432	1143
654	1143
655	1143
123	1143
71	1143
3237	1143
436	1143
168	1143
170	1143
1390	1143
1393	1143
729	1143
19	1143
1	1143
20	1143
723	1143
1	1143
2	1143
1	1143
2	1143
7	1143
8	1143
178	1143
505	1143
10	1143
72	1143
81	1143
1	1143
1276	1143
1394	1143
1395	1143
1396	1143
1397	1143
43	1143
74	1143
601	1143
280	1143
578	1143
579	1143
580	1143
581	1143
686	1143
687	1143
4525	1143
4526	1143
1278	1143
4527	1143
4528	1143
4529	1143
1279	1143
281	1143
783	1143
282	1143
438	1143
439	1143
15	1143
440	1143
441	1143
16	1143
1108	1143
602	1143
1110	1143
1111	1143
603	1143
784	1143
3238	1143
3239	1143
3240	1143
171	1143
172	1143
98	1143
99	1143
100	1143
102	1143
103	1143
104	1143
356	1143
31	1143
357	1143
358	1143
359	1143
361	1143
1	1143
208	1143
1400	1143
2	1143
514	1143
1404	1143
78	1143
116	1143
582	1143
583	1143
584	1143
585	1143
516	1143
517	1143
586	1143
179	1143
117	1143
180	1143
4531	1143
1112	1143
1113	1143
1114	1143
1115	1143
1116	1143
4533	1143
4534	1143
4535	1143
1282	1143
1283	1143
1284	1143
604	1143
442	1143
443	1143
606	1143
1285	1143
1	1143
1287	1143
1288	1143
1289	1143
3246	1143
104	1143
106	1143
107	1143
110	1143
119	1143
120	1143
174	1143
175	1143
362	1143
363	1143
4	991
1406	991
27	991
657	991
111	991
607	991
787	991
1	991
3	991
112	991
113	991
114	991
115	991
181	991
82	991
730	991
731	991
80	991
4537	991
609	991
4	991
9	991
21	991
3	991
882	991
733	991
4540	991
4541	991
16	991
5	991
364	991
83	991
81	991
734	991
735	991
4542	991
658	991
659	991
84	991
1407	991
85	991
35	991
36	991
8	991
105	991
10	991
81	991
1	991
29	991
883	991
508	991
11	991
884	991
4547	991
4549	991
4551	991
4553	991
3248	991
3250	991
3251	991
1120	991
1121	991
1122	991
121	991
450	991
1294	991
1409	991
5	991
589	991
590	991
591	991
788	991
4	991
4556	991
4557	991
4559	991
4560	991
3255	991
3256	991
1124	991
122	991
123	991
690	991
12	998
736	998
737	998
83	998
1412	998
22	998
23	998
885	998
1413	998
2	998
3	998
660	998
4561	998
4562	998
2	998
738	998
739	998
741	998
29	998
509	998
210	998
211	998
20	998
366	998
4563	998
4564	998
742	998
22	998
23	998
886	998
25	998
1417	998
887	998
789	998
791	998
792	998
793	998
4565	998
4566	998
452	998
284	998
3	998
12	998
3	998
4	998
14	998
888	998
889	998
592	998
661	998
4568	998
120	998
179	998
180	998
251	998
181	998
182	998
743	998
744	998
89	998
16	998
86	998
25	998
890	998
26	998
27	998
28	998
726	998
593	998
662	998
663	998
594	998
30	998
31	998
117	998
32	998
34	998
254	998
258	998
90	998
510	998
891	998
727	998
728	998
125	998
4570	998
4573	998
4574	998
1126	998
1127	998
1128	998
1296	998
453	998
184	998
2	998
1	998
10	998
1418	998
4	998
13	998
794	998
14	998
1	998
612	998
729	998
730	998
732	998
3257	998
3258	998
3259	998
3261	998
4577	998
4578	998
4580	998
1129	998
454	998
1131	998
1132	998
32	998
1	1103
15	1103
1	1103
613	1103
4581	1103
52	1103
1	1103
745	1103
746	1103
4582	1103
92	1103
6	1103
88	1103
512	1103
38	1103
2	1103
44	1103
6	1103
4585	1103
4586	1103
4589	1103
4590	1103
84	1103
1	1103
2	1103
3	1103
747	1103
13	1103
93	1103
186	1103
94	1103
40	1103
41	1103
45	1103
42	1103
4591	1103
8	1103
55	1103
2	1103
3	1103
19	1103
20	1103
2	1103
748	1103
1422	1103
893	1103
1	1103
95	1103
46	1103
514	1103
44	1103
9	1103
45	1103
46	1103
47	1103
49	1103
50	1103
52	1103
733	1103
53	1103
56	1103
58	1103
118	1103
119	1103
259	1103
260	1103
262	1103
263	1103
1	1103
2	1103
90	1103
95	1103
286	1103
287	1103
455	1103
456	1103
3263	1103
3264	1103
3265	1103
457	1103
458	1103
3266	1103
459	1103
460	1103
461	1103
369	1103
4593	1103
4594	1103
4595	1103
4596	1103
668	1103
12	1103
48	1103
1	1103
49	1103
1304	1103
97	1103
35	1103
370	1103
371	1103
2	1103
96	1103
3	1103
519	1103
1	1103
1306	1103
1135	1103
1137	1103
1308	1103
3268	1103
3269	1103
462	1103
465	1103
3273	1103
3274	1103
797	1103
798	1103
466	1103
4600	1103
4601	1103
495	1103
85	1103
51	1103
2	1120
22	1120
92	1120
60	1120
596	1120
3276	1120
3278	1120
3279	1120
4602	1120
4603	1120
15	1120
496	1120
1	1120
94	1120
750	1120
62	1120
63	1120
290	1120
64	1120
67	1120
4605	1120
68	1120
39	1120
121	1120
669	1120
498	1120
266	1120
267	1120
268	1120
269	1120
1309	1120
95	1120
215	1120
96	1120
899	1120
900	1120
26	1120
72	1120
73	1120
74	1120
75	1120
3280	1120
3281	1120
3282	1120
3284	1120
4607	1120
4608	1120
4609	1120
271	1120
272	1120
275	1120
276	1120
277	1120
6	1120
695	1120
216	1120
1428	1120
1429	1120
97	1120
2	1120
83	1120
4610	1120
671	1120
42	1120
43	1120
44	1120
188	1120
189	1120
752	1120
1431	1120
1433	1120
597	1120
109	1120
3287	1120
3288	1120
3289	1120
283	1120
284	1120
285	1120
286	1120
107	1120
79	1120
4	1120
185	1120
753	1120
754	1120
516	1120
98	1120
902	1120
903	1120
1276	1120
598	1120
30	1120
3290	1120
4613	1120
736	1120
4614	1120
4615	1120
3291	1120
3292	1120
3293	1120
3294	1120
3295	1120
468	1120
1141	1120
698	1120
699	1120
700	1120
38	1120
30	1120
89	1120
4	1120
755	1120
756	1120
124	1120
907	1120
100	1120
219	1120
600	1120
601	1120
602	1120
738	1120
4616	1120
4618	1120
4620	1120
1142	1120
294	1120
295	1120
603	1120
3296	1120
3297	1120
3298	1120
3299	1120
1311	1120
469	1120
1143	1120
1144	1120
501	1120
502	1120
108	1120
1312	1120
10	1120
16	1063
2	1063
221	1063
125	1063
4	1063
5	1063
908	1063
287	1063
128	1063
3301	1063
3302	1063
3303	1063
3304	1063
3305	1063
222	1063
673	1063
288	1063
290	1063
46	1063
47	1063
3	1063
1314	1063
7	1063
909	1063
1278	1063
757	1063
1279	1063
293	1063
4621	1063
740	1063
3307	1063
294	1063
296	1063
675	1063
676	1063
677	1063
292	1063
1	1063
2	1063
4	1063
86	1063
190	1063
191	1063
2	1063
11	1063
1	1063
758	1063
1280	1063
298	1063
129	1063
4624	1063
4625	1063
300	1063
3312	1063
13	1063
14	1063
15	1063
1281	1063
111	1063
1438	1063
101	1063
17	1063
18	1063
703	1063
304	1063
305	1063
306	1063
112	1063
4628	1063
307	1063
309	1063
311	1063
20	1063
678	1063
21	1063
22	1063
23	1063
1283	1063
6	1063
7	1063
8	1063
1315	1063
113	1063
1	1063
1440	1063
5	1063
910	1063
315	1063
911	1063
741	1063
3313	1063
742	1063
25	1063
471	1063
120	1063
121	1063
192	1063
2	1063
3	1063
1441	1063
103	1063
104	1063
29	1063
4630	1063
4631	1063
4632	1063
4	1063
3315	1063
3316	1063
744	1063
616	1063
679	1063
605	1063
607	1063
3	1063
123	1063
124	1063
125	1063
1316	1063
5	1063
105	1063
24	1063
106	1063
15	1063
1317	1063
26	1063
617	1063
5	1063
126	1063
2	1063
115	1063
116	1063
186	1124
1443	1124
1444	1124
760	1124
761	1124
19	1124
1445	1124
1446	1124
1447	1124
4634	1124
225	1124
293	1124
20	1124
119	1124
521	1124
109	1124
4637	1124
9	1124
10	1124
11	1124
317	1124
318	1124
319	1124
520	1124
21	1124
227	1124
912	1124
3317	1124
3318	1124
4638	1124
3319	1124
4639	1124
4640	1124
4641	1124
294	1124
184	1124
320	1124
322	1124
112	1124
618	1124
801	1124
802	1124
50	1124
40	1124
1449	1124
521	1124
1450	1124
3321	1124
28	1124
29	1124
30	1124
31	1124
326	1124
52	1124
54	1124
55	1124
56	1124
112	1124
5	1124
764	1124
22	1124
765	1124
126	1124
127	1124
130	1124
131	1124
4644	1124
16	1124
1145	1124
1146	1124
1147	1124
127	1124
113	1124
120	1124
1452	1124
23	1124
129	1124
32	1124
4648	1124
4649	1124
4651	1124
4652	1124
4653	1124
745	1124
130	1124
1151	1124
1152	1124
88	1124
628	1124
1	1003
766	1003
767	1003
27	1003
232	1003
3326	1003
3327	1003
235	1003
236	1003
1319	1003
4655	1003
4656	1003
746	1003
12	1003
31	1003
684	1003
328	1003
329	1003
42	1003
1453	1003
768	1003
769	1003
3328	1003
3329	1003
3330	1003
3331	1003
8	1003
9	1003
803	1003
804	1003
331	1003
332	1003
333	1003
376	1003
1456	1003
1458	1003
1459	1003
30	1003
10	1003
11	1003
3332	1003
3334	1003
3335	1003
619	1003
4659	1003
4661	1003
4663	1003
3	1003
35	1003
36	1003
38	1003
39	1003
185	1003
334	1003
24	1003
7	1003
8	1003
59	1003
114	1003
188	1003
523	1003
5	1003
58	1003
3337	1003
3339	1003
3340	1003
4665	1003
4667	1003
4669	1003
2	1003
336	1003
337	1003
338	1003
339	1003
52	1003
59	1003
63	1003
117	1003
377	1003
2	1003
1461	1003
3	1003
6	1003
115	1003
40	1003
4674	1003
4676	1003
41	1003
806	1003
808	1003
809	1003
685	1003
340	1003
44	1003
45	1003
46	1003
67	1003
3341	1003
3342	1003
189	1003
3343	1003
6	1003
4677	1003
1153	1003
1154	1003
473	1003
3	1003
8	1003
916	1003
9	1003
522	1003
3344	1003
3345	1003
4680	1003
4682	1003
4683	1003
1157	1003
1158	1003
25	1003
505	1003
918	952
45	952
4686	952
4687	952
4688	952
750	952
4689	952
4690	952
343	952
344	952
346	952
117	952
919	952
920	952
49	952
4692	952
4694	952
506	952
13	952
14	952
16	952
17	952
687	952
507	952
92	952
508	952
10	952
524	952
7	952
13	952
1464	952
3347	952
50	952
51	952
131	952
4696	952
4697	952
4698	952
4699	952
4700	952
4701	952
4702	952
20	952
21	952
23	952
43	952
11	952
12	952
120	952
29	952
771	952
772	952
773	952
774	952
52	952
3348	952
3350	952
46	952
4705	952
4706	952
4707	952
474	952
15	952
24	952
689	952
350	952
353	952
354	952
1321	952
378	952
53	952
3351	952
3352	952
26	952
8	952
9	952
3354	952
3356	952
706	952
4712	952
4713	952
1161	952
611	952
612	952
613	952
614	952
191	952
1466	952
1467	952
124	952
1469	952
333	952
1	952
1	952
923	952
3357	952
623	952
1162	952
33	952
1163	952
1165	952
4718	952
4719	952
811	952
511	952
33	928
523	928
14	928
4	928
30	928
14	928
4	928
30	928
1325	928
690	928
355	928
356	928
357	928
358	928
125	928
777	928
126	928
778	928
924	928
15	928
3366	928
3368	928
3370	928
4723	928
4724	928
4727	928
4728	928
707	928
32	928
3372	928
4730	928
4731	928
524	928
525	928
691	928
1328	928
55	928
779	928
780	928
10	928
4733	928
4735	928
812	928
526	928
813	928
815	928
1329	928
48	928
4738	928
4740	928
4741	928
4743	928
